,DIAGNOSIS_CODE,DIAGNOSIS_NAME,STD_INDICATOR,APPROVED_INDICATOR,CREATE_DATE,INPUT_CODE,INPUT_CODE_WB,DIAGNOSIS_DICT,DISEASE_SORT,CODE_VERSION
14556,Z45.003,心脏起搏器更换电池,1,1,29-9月 -15,XZQBQGHD,,,,ICD10_15
14557,Z45.201,静脉置管装置的维护,1,1,29-9月 -15,JMZGZZDW,,,,ICD10_15
14578,Z46.602,输尿管支架置换,1,1,29-9月 -15,SNGZJZH,,,,ICD10_15
14580,Z47.001,取出关节内固定装置,1,1,29-9月 -15,QCGJNGDZ,,,,ICD10_15
14581,Z47.002,取出骨折内固定装置,1,1,29-9月 -15,QCGZNGDZ,,,,ICD10_15
14582,Z47.003,取出内固定装置,1,1,29-9月 -15,QCNGDZZ,,,,ICD10_15
14587,Z48.901,外科手术后治疗,1,1,29-9月 -15,WKSSHZL,,,,ICD10_15
14591,Z50.102,神经损伤的康复物理治疗,1,1,29-9月 -15,SJSSDKFW,,,,ICD10_15
14592,Z50.103,外伤后康复物理治疗,1,1,29-9月 -15,WSHKFWLZ,,,,ICD10_15
14593,Z50.104,手术后肢体康复物理治疗,1,1,29-9月 -15,SSHZTKFW,,,,ICD10_15
14594,Z51.019,肿瘤放疗,1,1,29-9月 -15,ZLFL,,,,ICD10_15
14598,Z51.803,肿瘤靶向治疗,1,1,29-9月 -15,ZLBXZL,,,,ICD10_15
14604,Z52.201,自愿供骨者,1,1,29-9月 -15,ZYGGZ,,,,ICD10_15
14614,Z54.001,手术后恢复期,1,1,29-9月 -15,SSHHFQ,,,,ICD10_15
14617,Z85.001,胃恶性肿瘤史,1,1,29-9月 -15,WEXZLS,,,,ICD10_15
14618,Z85.002,食管恶性肿瘤史,1,1,29-9月 -15,SGEXZLS,,,,ICD10_15
14619,Z85.003,小肠恶性肿瘤史,1,1,29-9月 -15,XCEXZLS,,,,ICD10_15
14621,Z85.005,肝恶性肿瘤史,1,1,29-9月 -15,GEXZLS,,,,ICD10_15
14622,Z85.006,胆囊恶性肿瘤史,1,1,29-9月 -15,DNEXZLS,,,,ICD10_15
14623,Z85.007,胰腺恶性肿瘤史,1,1,29-9月 -15,YXEXZLS,,,,ICD10_15
14628,Z85.101,肺恶性肿瘤史,1,1,29-9月 -15,FEXZLS,,,,ICD10_15
14630,Z85.202,胸腺恶性肿瘤史,1,1,29-9月 -15,XXEXZLS,,,,ICD10_15
14632,Z85.301,乳腺恶性肿瘤史,1,1,29-9月 -15,RXEXZLS,,,,ICD10_15
14633,Z85.401,卵巢恶性肿瘤史,1,1,29-9月 -15,LCEXZLS,,,,ICD10_15
14634,Z85.402,子宫恶性肿瘤史,1,1,29-9月 -15,ZGEXZLS,,,,ICD10_15
14635,Z85.403,子宫颈恶性肿瘤史,1,1,29-9月 -15,ZGJEXZLS,,,,ICD10_15
14636,Z85.404,输卵管恶性肿瘤史,1,1,29-9月 -15,SLGEXZLS,,,,ICD10_15
14637,Z85.405,前列腺恶性肿瘤史,1,1,29-9月 -15,QLXEXZLS,,,,ICD10_15
14638,Z85.406,睾丸恶性肿瘤史,1,1,29-9月 -15,GWEXZLS,,,,ICD10_15
14640,Z85.501,肾恶性肿瘤史,1,1,29-9月 -15,SEXZLS,,,,ICD10_15
14641,Z85.502,肾盂恶性肿瘤史,1,1,29-9月 -15,SYEXZLS,,,,ICD10_15
14642,Z85.503,输尿管恶性肿瘤史,1,1,29-9月 -15,SNGEXZLS,,,,ICD10_15
14643,Z85.504,膀胱恶性肿瘤史,1,1,29-9月 -15,BGEXZLS,,,,ICD10_15
14645,Z85.701,恶性淋巴瘤病史,1,1,29-9月 -15,EXLBLBS,,,,ICD10_15
14647,Z85.801,脑恶性肿瘤史,1,1,29-9月 -15,NEXZLS,,,,ICD10_15
14648,Z85.802,鼻咽恶性肿瘤史,1,1,29-9月 -15,BYEXZLS,,,,ICD10_15
14649,Z85.803,脊髓恶性肿瘤史,1,1,29-9月 -15,JSEXZLS,,,,ICD10_15
14650,Z85.804,舌恶性肿瘤史,1,1,29-9月 -15,SEXZLS,,,,ICD10_15
14651,Z85.805,甲状腺恶性肿瘤史,1,1,29-9月 -15,JZXEXZLS,,,,ICD10_15
14653,T31.001,少于体表面积10%轻度烧伤,1,1,29-9月 -15,SYTBMJQD,,,,ICD10_15
14671,T31.601,烧伤60-69%,1,1,29-9月 -15,SS,,,,ICD10_15
14672,T31.701,烧伤70-79%,1,1,29-9月 -15,SS,,,,ICD10_15
14673,T31.801,烧伤80-89%,1,1,29-9月 -15,SS,,,,ICD10_15
14674,T31.901,烧伤90%或超过,1,1,29-9月 -15,SSHCG,,,,ICD10_15
14677,T35.701,冻伤,1,1,29-9月 -15,DS,,,,ICD10_15
14714,T42.101,卡马西平中毒,1,1,29-9月 -15,KMXPZD,,,,ICD10_15
14717,T42.303,苯巴比妥意外中毒,1,1,29-9月 -15,BBBTYWZD,,,,ICD10_15
14720,T42.402,安定中毒,1,1,29-9月 -15,ADZD,,,,ICD10_15
14722,T42.404,舒乐安定中毒,1,1,29-9月 -15,SLADZD,,,,ICD10_15
14743,T43.502,安定剂中毒,1,1,29-9月 -15,ADJZD,,,,ICD10_15
14752,T45.001,扑尔敏中毒,1,1,29-9月 -15,PEMZD,,,,ICD10_15
14765,T46.001,洋地黄中毒,1,1,29-9月 -15,YDHZD,,,,ICD10_15
14766,T46.002,地高辛中毒,1,1,29-9月 -15,DGXZD,,,,ICD10_15
14772,T46.302,冠状血管扩张药物中毒,1,1,29-9月 -15,GZXGKZYW,,,,ICD10_15
14773,Z85.806,腹膜后恶性肿瘤史,1,1,29-9月 -15,FMHEXZLS,,,,ICD10_15
14774,Z85.807,皮肤恶性肿瘤史,1,1,29-9月 -15,PFEXZLS,,,,ICD10_15
14777,Z85.901,恶性肿瘤史,1,1,29-9月 -15,EXZLS,,,,ICD10_15
14778,Z86.001,肿瘤病史,1,1,29-9月 -15,ZLBS,,,,ICD10_15
14779,Z86.102,结核病史,1,1,29-9月 -15,JHBS,,,,ICD10_15
14782,Z88.001,青霉素过敏史,1,1,29-9月 -15,QMSGMS,,,,ICD10_15
14787,Z89.001,后天性指缺失,1,1,29-9月 -15,HTXZQS,,,,ICD10_15
14793,Z90.001,后天性无眼球,1,1,29-9月 -15,HTXWYQ,,,,ICD10_15
14795,Z90.003,后天性颅骨缺失,1,1,29-9月 -15,HTXLGQS,,,,ICD10_15
14796,Z90.004,手术后颅骨缺失,1,1,29-9月 -15,SSHLGQS,,,,ICD10_15
14798,Z90.007,外伤性颅骨缺失,1,1,29-9月 -15,WSXLGQS,,,,ICD10_15
14801,Z90.101,乳房切除术后状态,1,1,29-9月 -15,RFQCSHZT,,,,ICD10_15
14802,Z90.201,肺切除术后状态,1,1,29-9月 -15,FQCSHZT,,,,ICD10_15
14804,Z90.401,胆囊切除术后状态,1,1,29-9月 -15,DNQCSHZT,,,,ICD10_15
14805,Z90.402,胃切除术后状态,1,1,29-9月 -15,WQCSHZT,,,,ICD10_15
14806,Z90.403,肠切除术后状态,1,1,29-9月 -15,CQCSHZT,,,,ICD10_15
14807,Z90.404,肝切除史,1,1,29-9月 -15,GQCS,,,,ICD10_15
14809,Z90.501,肾切除术后状态,1,1,29-9月 -15,SQCSHZT,,,,ICD10_15
14810,Z90.701,子宫切除术后状态,1,1,29-9月 -15,ZGQCSHZT,,,,ICD10_15
14814,Z90.705,输卵管切除术后状态,1,1,29-9月 -15,SLGQCSHZ,,,,ICD10_15
14815,Z91.601,损伤史,1,1,29-9月 -15,SSS,,,,ICD10_15
14817,Z93.001,气管造口状态,1,1,29-9月 -15,QGZKZT,,,,ICD10_15
14818,Z93.101,胃造口术后状态,1,1,29-9月 -15,WZKSHZT,,,,ICD10_15
14819,Z93.201,回肠造口术后状态,1,1,29-9月 -15,HCZKSHZT,,,,ICD10_15
14820,Z93.301,结肠造口术后状态,1,1,29-9月 -15,JCZKSHZT,,,,ICD10_15
14821,Z93.401,盲肠造口状态,1,1,29-9月 -15,MCZKZT,,,,ICD10_15
14823,Z93.501,膀胱造口术后状态,1,1,29-9月 -15,BGZKSHZT,,,,ICD10_15
14824,Z93.601,输尿管造口术后状态,1,1,29-9月 -15,SNGZKSHZ,,,,ICD10_15
14826,Z94.001,肾移植术后状态,1,1,29-9月 -15,SYZSHZT,,,,ICD10_15
14827,Z94.101,心脏移植术后状态,1,1,29-9月 -15,XZYZSHZT,,,,ICD10_15
14830,Z94.401,肝移植术后状态,1,1,29-9月 -15,GYZSHZT,,,,ICD10_15
14831,Z94.501,皮肤移植术后状态,1,1,29-9月 -15,PFYZSHZT,,,,ICD10_15
14832,Z94.601,骨移植术后状态,1,1,29-9月 -15,GYZSHZT,,,,ICD10_15
14833,Z94.701,角膜移植术后状态,1,1,29-9月 -15,JMYZSHZT,,,,ICD10_15
14834,Z94.702,人工角膜支架植入术后,1,1,29-9月 -15,RGJMZJZR,,,,ICD10_15
14835,Z94.801,自体外周血干细胞移植术后状态,1,1,29-9月 -15,ZTWZXGXB,,,,ICD10_15
14836,Z94.802,骨髓移植术后状态,1,1,29-9月 -15,GSYZSHZT,,,,ICD10_15
14837,Z94.803,牙移植术后状态,1,1,29-9月 -15,YYZSHZT,,,,ICD10_15
14838,Z94.804,异基因外周血干细胞移植术后状态,1,1,29-9月 -15,YJYWZXGX,,,,ICD10_15
14840,Z95.001,心脏起搏器安装术后状态,1,1,29-9月 -15,XZQBQAZS,,,,ICD10_15
14841,Z95.101,冠状动脉搭桥术后,1,1,29-9月 -15,GZDMDQSH,,,,ICD10_15
14842,Z95.401,二尖瓣置换术后,1,1,29-9月 -15,EJBZHSH,,,,ICD10_15
14843,Z95.402,心脏瓣膜置换术后,1,1,29-9月 -15,XZBMZHSH,,,,ICD10_15
14844,Z95.501,冠状动脉支架植入术后,1,1,29-9月 -15,GZDMZJZR,,,,ICD10_15
14846,Z95.802,颈动脉支架植入术后,1,1,29-9月 -15,JDMZJZRS,,,,ICD10_15
14848,Z95.804,肾动脉支架植入术后,1,1,29-9月 -15,SDMZJZRS,,,,ICD10_15
14849,Z95.805,下肢动脉支架植入术后,1,1,29-9月 -15,XZDMZJZR,,,,ICD10_15
14850,Z95.806,脑动脉支架植入术后,1,1,29-9月 -15,NDMZJZRS,,,,ICD10_15
14853,Z96.001,输尿管支撑物装置状态,1,1,29-9月 -15,SNGZCWZZ,,,,ICD10_15
14854,Z96.101,眼人工晶体植入术后,1,1,29-9月 -15,YRGJTZRS,,,,ICD10_15
14856,Z96.601,人工关节置换术后,1,1,29-9月 -15,RGGJZHSH,,,,ICD10_15
14857,Z96.602,人工股骨头置换术后,1,1,29-9月 -15,RGGGTZHS,,,,ICD10_15
14860,Z97.501,子宫内避孕装置,1,1,29-9月 -15,ZGNBYZZ,,,,ICD10_15
14862,Z98.101,关节固定术后状态,1,1,29-9月 -15,GJGDSHZT,,,,ICD10_15
14863,Z98.201,脑室腹腔分流状态,1,1,29-9月 -15,NSFQFLZT,,,,ICD10_15
14864,Z98.801,巩膜穿通伤术后,1,1,29-9月 -15,GMCTSSH,,,,ICD10_15
14865,Z98.802,青光眼术后,1,1,29-9月 -15,QGYSH,,,,ICD10_15
14866,Z98.803,玻璃体切除硅油充填状态,1,1,29-9月 -15,BLTQCGYC,,,,ICD10_15
14867,Z98.804,断手再植术后,1,1,29-9月 -15,DSZZSH,,,,ICD10_15
14868,Z98.805,十二指肠息肉切除术后,1,1,29-9月 -15,SEZCXRQC,,,,ICD10_15
14869,Z98.806,上颌骨切除术后,1,1,29-9月 -15,SHGQCSH,,,,ICD10_15
14870,Z98.807,脑膜瘤术后,1,1,29-9月 -15,NMLSH,,,,ICD10_15
14872,Z98.809,骨肿瘤术后,1,1,29-9月 -15,GZLSH,,,,ICD10_15
14873,Z98.810,鼓膜修补术后,1,1,29-9月 -15,GMXBSH,,,,ICD10_15
14874,Z98.811,结肠息肉切除术后,1,1,29-9月 -15,JCXRQCSH,,,,ICD10_15
14875,Z98.812,肾上腺肿瘤切除术后,1,1,29-9月 -15,SSXZLQCS,,,,ICD10_15
14876,Z98.813,腰椎术后,1,1,29-9月 -15,YZSH,,,,ICD10_15
14877,Z98.814,脑垂体术后,1,1,29-9月 -15,NCTSH,,,,ICD10_15
14878,Z98.815,手指再造术后,1,1,29-9月 -15,SZZZSH,,,,ICD10_15
14879,Z98.816,肝癌栓塞治疗术后,1,1,29-9月 -15,GASSZLSH,,,,ICD10_15
14880,Z98.817,血管畸形栓塞术后,1,1,29-9月 -15,XGJXSSSH,,,,ICD10_15
14881,Z98.818,脑恶性肿瘤术后,1,1,29-9月 -15,NEXZLSH,,,,ICD10_15
14882,Z98.819,骨折术后,1,1,29-9月 -15,GZSH,,,,ICD10_15
14883,Z98.820,前列腺癌术后,1,1,29-9月 -15,QLXASH,,,,ICD10_15
14884,Z98.821,白内障术后,1,1,29-9月 -15,BNZSH,,,,ICD10_15
14885,Z98.824,精索静脉曲张术后,1,1,29-9月 -15,JSJMQZSH,,,,ICD10_15
14886,Z98.825,逆行胰胆管造影术后,1,1,29-9月 -15,NXYDGZYS,,,,ICD10_15
14887,Z98.826,心脏和大血管的外科手术史,1,1,29-9月 -15,XZHDXGDW,,,,ICD10_15
14898,T49.001,碘酒中毒,1,1,29-9月 -15,DJZD,,,,ICD10_15
14910,T50.902,药物中毒,1,1,29-9月 -15,YWZD,,,,ICD10_15
14911,T50.903,药物过量,1,1,29-9月 -15,YWGL,,,,ICD10_15
14912,T50.904,生物制品反应,1,1,29-9月 -15,SWZPFY,,,,ICD10_15
14936,T55  01,非医药用洗涤剂中毒,1,1,29-9月 -15,FYYYXDJZ,,,,ICD10_15
14955,T58  01,一氧化碳中毒,1,1,29-9月 -15,YYHTZD,,,,ICD10_15
14956,T59.001,氧化氮类气体中毒,1,1,29-9月 -15,YHDLQTZD,,,,ICD10_15
14960,T59.401,氯气中毒,1,1,29-9月 -15,LQZD,,,,ICD10_15
14964,T59.701,二氧化碳中毒,1,1,29-9月 -15,EYHTZD,,,,ICD10_15
14975,T60.001,有机磷中毒,1,1,29-9月 -15,YJLZD,,,,ICD10_15
14976,T60.002,敌敌畏中毒,1,1,29-9月 -15,DDWZD,,,,ICD10_15
14978,T60.301,除莠剂中毒,1,1,29-9月 -15,CYJZD,,,,ICD10_15
14983,T60.402,灭鼠药中毒,1,1,29-9月 -15,MSYZD,,,,ICD10_15
14987,T60.901,农药中毒,1,1,29-9月 -15,NYZD,,,,ICD10_15
14996,T62.901,食物中毒,1,1,29-9月 -15,SWZD,,,,ICD10_15
14997,T63.001,海蛇咬伤毒性效应,1,1,29-9月 -15,HSYSDXXY,,,,ICD10_15
15000,T63.401,蜂类螫伤,1,1,29-9月 -15,FLSS,,,,ICD10_15
15011,Z98.827,肺癌术后,1,1,29-9月 -15,FASH,,,,ICD10_15
15012,Z98.828,肾癌术后,1,1,29-9月 -15,SASH,,,,ICD10_15
15013,Z98.829,结肠癌术后,1,1,29-9月 -15,JCASH,,,,ICD10_15
15014,Z98.830,胃癌术后,1,1,29-9月 -15,WASH,,,,ICD10_15
15015,Z98.831,膀胱癌术后,1,1,29-9月 -15,BGASH,,,,ICD10_15
15016,Z98.832,壶腹癌术后,1,1,29-9月 -15,HFASH,,,,ICD10_15
15017,Z98.833,贲门癌术后,1,1,29-9月 -15,BMASH,,,,ICD10_15
15019,Z98.836,直肠癌术后,1,1,29-9月 -15,ZCASH,,,,ICD10_15
15020,Z98.837,卵巢肿瘤术后,1,1,29-9月 -15,LCZLSH,,,,ICD10_15
15022,Z98.839,食管癌术后,1,1,29-9月 -15,SGASH,,,,ICD10_15
15023,Z98.840,颊癌术后,1,1,29-9月 -15,JASH,,,,ICD10_15
15024,Z98.841,乳腺癌术后,1,1,29-9月 -15,RXASH,,,,ICD10_15
15025,Z98.842,甲状腺肿瘤术后,1,1,29-9月 -15,JZXZLSH,,,,ICD10_15
15026,Z98.843,鼻咽癌术后,1,1,29-9月 -15,BYASH,,,,ICD10_15
15027,Z98.844,舌癌术后,1,1,29-9月 -15,SASH,,,,ICD10_15
15028,Z98.845,咽癌术后,1,1,29-9月 -15,YASH,,,,ICD10_15
15029,Z98.846,胰腺癌术后,1,1,29-9月 -15,YXASH,,,,ICD10_15
15030,Z98.847,肝癌切除术后,1,1,29-9月 -15,GAQCSH,,,,ICD10_15
15031,Z98.848,胆管癌术后,1,1,29-9月 -15,DGASH,,,,ICD10_15
15032,Z98.849,胸腺肿瘤切除术后,1,1,29-9月 -15,XXZLQCSH,,,,ICD10_15
15033,Z98.850,先天性心脏病术后,1,1,29-9月 -15,XTXXZBSH,,,,ICD10_15
15034,Z98.851,肠癌术后,1,1,29-9月 -15,CASH,,,,ICD10_15
15035,Z98.852,喉癌术后,1,1,29-9月 -15,HASH,,,,ICD10_15
15036,Z98.853,颅咽管瘤术后,1,1,29-9月 -15,LYGLSH,,,,ICD10_15
15037,Z98.854,风湿性心脏病术后,1,1,29-9月 -15,FSXXZBSH,,,,ICD10_15
15038,Z98.855,颌下腺癌术后,1,1,29-9月 -15,HXXASH,,,,ICD10_15
15039,Z98.856,回盲部肿瘤切除术后,1,1,29-9月 -15,HMBZLQCS,,,,ICD10_15
15040,Z98.857,唇癌术后,1,1,29-9月 -15,CASH,,,,ICD10_15
15041,Z98.858,食管支架植入术后,1,1,29-9月 -15,SGZJZRSH,,,,ICD10_15
15042,Z98.859,剖宫产术后,1,1,29-9月 -15,PGCSH,,,,ICD10_15
15043,Z98.860,开颅术后,1,1,29-9月 -15,KLSH,,,,ICD10_15
15044,Z98.861,子宫肿瘤术后,1,1,29-9月 -15,ZGZLSH,,,,ICD10_15
15045,Z98.862,子宫颈肿瘤术后,1,1,29-9月 -15,ZGJZLSH,,,,ICD10_15
15046,Z98.863,肝介入治疗术后,1,1,29-9月 -15,GJRZLSH,,,,ICD10_15
15048,Z98.865,腮腺癌术后,1,1,29-9月 -15,SXASH,,,,ICD10_15
15049,Z98.866,胰腺炎术后,1,1,29-9月 -15,YXYSH,,,,ICD10_15
15050,Z98.867,胆囊癌术后,1,1,29-9月 -15,DNASH,,,,ICD10_15
15051,Z98.868,引产术后,1,1,29-9月 -15,YCSH,,,,ICD10_15
15052,Z98.869,输卵管癌术后,1,1,29-9月 -15,SLGASH,,,,ICD10_15
15053,Z98.870,鼻窦癌术后,1,1,29-9月 -15,BDASH,,,,ICD10_15
15054,Z98.871,胸腔肿瘤切除术后,1,1,29-9月 -15,XQZLQCSH,,,,ICD10_15
15055,Z98.872,阑尾切除术后,1,1,29-9月 -15,LWQCSH,,,,ICD10_15
15056,Z98.873,支气管动脉栓塞治疗术后,1,1,29-9月 -15,ZQGDMSSZ,,,,ICD10_15
15057,Z98.874,脊柱内固定术后,1,1,29-9月 -15,JZNGDSH,,,,ICD10_15
15058,Z98.875,肾结石碎石术后,1,1,29-9月 -15,SJSSSSH,,,,ICD10_15
15059,Z98.877,吸脂术后,1,1,29-9月 -15,XZSH,,,,ICD10_15
15060,Z98.878,头面部肿瘤术后,1,1,29-9月 -15,TMBZLSH,,,,ICD10_15
15061,Z98.879,鼻整形术后,1,1,29-9月 -15,BZXSH,,,,ICD10_15
15062,Z98.880,心肺复苏术后,1,1,29-9月 -15,XFFSSH,,,,ICD10_15
15078,T67.001,中暑,1,1,29-9月 -15,ZS,,,,ICD10_15
15080,T67.003,热射病,1,1,29-9月 -15,RSB,,,,ICD10_15
15082,T69.102,冻疮,1,1,29-9月 -15,DC,,,,ICD10_15
15084,T69.801,手足皮肤皲裂,1,1,29-9月 -15,SZPFJL,,,,ICD10_15
15086,T70.002,航空性中耳炎,1,1,29-9月 -15,HKXZEY,,,,ICD10_15
15090,T70.101,航空性鼻窦炎,1,1,29-9月 -15,HKXBDY,,,,ICD10_15
15095,T70.204,航空病,1,1,29-9月 -15,HKB,,,,ICD10_15
15103,T70.301,减压病,1,1,29-9月 -15,JYB,,,,ICD10_15
15122,T75.101,溺水,1,1,29-9月 -15,NS,,,,ICD10_15
15127,T75.301,晕动病,1,1,29-9月 -15,YDB,,,,ICD10_15
15128,T75.302,晕机病,1,1,29-9月 -15,YJB,,,,ICD10_15
15133,T75.402,电击伤,1,1,29-9月 -15,DJS,,,,ICD10_15
15134,T75.801,飞行错觉,1,1,29-9月 -15,FXCJ,,,,ICD10_15
15137,T75.804,加速度耐力不良,1,1,29-9月 -15,JSDNLBL,,,,ICD10_15
15140,T78.101,食物过敏反应,1,1,29-9月 -15,SWGMFY,,,,ICD10_15
15141,T78.201,过敏性休克,1,1,29-9月 -15,GMXXK,,,,ICD10_15
15144,T78.302,特发性水肿,1,1,29-9月 -15,TFXSZ,,,,ICD10_15
15145,T78.303,血管神经性水肿,1,1,29-9月 -15,XGSJXSZ,,,,ICD10_15
15154,T79.401,创伤性休克,1,1,29-9月 -15,CSXXK,,,,ICD10_15
15155,T79.501,挤压综合征,1,1,29-9月 -15,JYZHZ,,,,ICD10_15
15158,T79.602,前臂筋膜室综合征,1,1,29-9月 -15,QBJMSZHZ,,,,ICD10_15
15159,T79.603,小腿筋膜室综合征,1,1,29-9月 -15,XTJMSZHZ,,,,ICD10_15
15160,T79.604,骨筋膜室综合征,1,1,29-9月 -15,GJMSZHZ,,,,ICD10_15
15163,T79.701,创伤性皮下气肿,1,1,29-9月 -15,CSXPXQZ,,,,ICD10_15
15164,T79.801,创伤性脂肪液化,1,1,29-9月 -15,CSXZFYH,,,,ICD10_15
15165,T79.802,创伤性下肢坏死,1,1,29-9月 -15,CSXXZHS,,,,ICD10_15
15166,T79.803,创伤性指坏死,1,1,29-9月 -15,CSXZHS,,,,ICD10_15
15179,T80.602,破伤风抗毒素过敏,1,1,29-9月 -15,PSFKDSGM,,,,ICD10_15
15183,T80.801,透析失衡综合征,1,1,29-9月 -15,TXSHZHZ,,,,ICD10_15
15184,T80.901,输血反应,1,1,29-9月 -15,SXFY,,,,ICD10_15
15185,T80.902,输液反应(致热原反应),1,1,29-9月 -15,SYFYZRYF,,,,ICD10_15
15187,T81.002,手术后出血,1,1,29-9月 -15,SSHCX,,,,ICD10_15
15188,T81.003,颅内术后血肿,1,1,29-9月 -15,LNSHXZ,,,,ICD10_15
15196,T81.011,手术后伤口血肿,1,1,29-9月 -15,SSHSKXZ,,,,ICD10_15
15201,T81.016,拔牙术后出血,1,1,29-9月 -15,BYSHCX,,,,ICD10_15
15202,T81.017,针灸治疗后血肿,1,1,29-9月 -15,ZJZLHXZ,,,,ICD10_15
15227,T81.206,手术损伤胆管,1,1,29-9月 -15,SSSSDG,,,,ICD10_15
15269,T81.301,手术后伤口裂开,1,1,29-9月 -15,SSHSKLK,,,,ICD10_15
15270,T81.302,手术操作后伤口破溃,1,1,29-9月 -15,SSCZHSKP,,,,ICD10_15
15272,T81.402,手术后感染,1,1,29-9月 -15,SSHGR,,,,ICD10_15
15278,T81.408,手术后伤口感染,1,1,29-9月 -15,SSHSKGR,,,,ICD10_15
15286,T81.416,手术后发热,1,1,29-9月 -15,SSHFR,,,,ICD10_15
15300,T81.505,手术后伤口异物,1,1,29-9月 -15,SSHSKYW,,,,ICD10_15
15333,Y40.504,庆大霉素药物反应,1,1,29-9月 -15,QDMSYWFY,,,,ICD10_15
15347,Y41.103,乙胺丁醇药物反应,1,1,29-9月 -15,YADCYWFY,,,,ICD10_15
15376,Y43.308,化疗药物反应,1,1,29-9月 -15,HLYWFY,,,,ICD10_15
15491,Y57.901,药物反应,1,1,29-9月 -15,YWFY,,,,ICD10_15
15502,Y60.001,在手术中意外损伤,1,1,29-9月 -15,ZSSZYWSS,,,,ICD10_15
15504,Y60.101,在输液或输血中非故意切割、针刺、穿孔或出血,1,1,29-9月 -15,ZSYHSXZF,,,,ICD10_15
15511,Y60.901,在手术和医疗中非故意切割针刺穿孔或出血,1,1,29-9月 -15,ZSSHYLZF,,,,ICD10_15
15548,Y69  01,医疗中意外事故,1,1,29-9月 -15,YLZYWSG,,,,ICD10_15
15549,Y69  02,医疗中的意外损伤,1,1,29-9月 -15,YLZDYWSS,,,,ICD10_15
15612,Y83.206,外周血干细胞移植术后反应,1,1,29-9月 -15,WZXGXBYZ,,,,ICD10_15
15619,Y83.601,外科手术肠切除反应,1,1,29-9月 -15,WKSSCQCF,,,,ICD10_15
15626,Y83.804,四肢手术后伤口炎症反应,1,1,29-9月 -15,SZSSHSKY,,,,ICD10_15
15627,Y83.805,腹部手术后伤口炎症反应,1,1,29-9月 -15,FBSSHSKY,,,,ICD10_15
15631,Y83.809,眼部手术后异常反应,1,1,29-9月 -15,YBSSHYCF,,,,ICD10_15
15635,Y83.813,面部手术后并发症,1,1,29-9月 -15,MBSSHBFZ,,,,ICD10_15
15640,Y83.904,手术后晚期并发症,1,1,29-9月 -15,SSHWQBFZ,,,,ICD10_15
15651,Y84.803,避孕环残留,1,1,29-9月 -15,BYHCL,,,,ICD10_15
15652,Y84.901,医疗操作后异常反应或并发症,1,1,29-9月 -15,YLCZHYCF,,,,ICD10_15
15653,Y85.001,机动车事故的后遗症,1,1,29-9月 -15,JDCSGDHY,,,,ICD10_15
15654,Y86  01,意外损伤的后遗症,1,1,29-9月 -15,YWSSDHYZ,,,,ICD10_15
15664,Y88.101,手术操作意外事故的后遗症,1,1,29-9月 -15,SSCZYWSG,,,,ICD10_15
15666,Y88.301,手术或医疗操作后遗症,1,1,29-9月 -15,SSHYLCZH,,,,ICD10_15
15672,Z00.001,健康查体,1,1,29-9月 -15,JKCT,,,,ICD10_15
15686,Z01.901,未见异常,1,1,29-9月 -15,WJYC,,,,ICD10_15
15687,Z03.101,CEA增高,1,1,29-9月 -15,CEAZG,,,,ICD10_15
15689,Z03.103,CA19-9增高,1,1,29-9月 -15,CAZG,,,,ICD10_15
15690,Z03.104,肿瘤标记物异常,1,1,29-9月 -15,ZLBJWYC,,,,ICD10_15
15697,Z08.001,恶性肿瘤外科手术后检查,1,1,29-9月 -15,EXZLWKSS,,,,ICD10_15
15698,Z08.101,恶性肿瘤放射治疗后检查,1,1,29-9月 -15,EXZLFSZL,,,,ICD10_15
15702,Z09.001,外科手术后检查,1,1,29-9月 -15,WKSSHJC,,,,ICD10_15
15705,Z21  01,艾滋病病毒携带者,1,1,29-9月 -15,AZBBDXDZ,,,,ICD10_15
15706,Z21  02,HIV抗体阳性,1,1,29-9月 -15,HIVKTYX,,,,ICD10_15
15707,S92.001,跟骨骨折,1,1,29-9月 -15,GGGZ,,,,ICD10_15
15708,S92.011,跟骨开放性骨折,1,1,29-9月 -15,GGKFXGZ,,,,ICD10_15
15709,S92.101,距骨骨折,1,1,29-9月 -15,JGGZ,,,,ICD10_15
15710,S92.102,距骨颈骨折,1,1,29-9月 -15,JGJGZ,,,,ICD10_15
15713,S92.201,足舟状骨骨折,1,1,29-9月 -15,ZZZGGZ,,,,ICD10_15
15714,S92.202,足楔状骨骨折,1,1,29-9月 -15,ZXZGGZ,,,,ICD10_15
15715,S92.203,骰骨骨折,1,1,29-9月 -15,TGGZ,,,,ICD10_15
15716,S92.211,跗骨开放性骨折,1,1,29-9月 -15,FGKFXGZ,,,,ICD10_15
15717,S92.301,跖骨骨折,1,1,29-9月 -15,ZGGZ,,,,ICD10_15
15718,S92.311,跖骨开放性骨折,1,1,29-9月 -15,ZGKFXGZ,,,,ICD10_15
15719,S92.401,拇趾骨折,1,1,29-9月 -15,MZGZ,,,,ICD10_15
15720,S92.411,拇趾开放性骨折,1,1,29-9月 -15,MZKFXGZ,,,,ICD10_15
15721,S92.501,趾骨骨折,1,1,29-9月 -15,ZGGZ,,,,ICD10_15
15722,S92.511,趾骨开放性骨折,1,1,29-9月 -15,ZGKFXGZ,,,,ICD10_15
